Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
76,2006.3615373692205,80,2,8466.322265987998,199.4607109219407,87.65585248839723,70.9384378633119,92956.25410102996,4036.8804264715855,9,0,DDoS
82,2256.8765397108327,83,3,8167.749962909608,216.76835843904456,89.57108707407303,57.436575580950176,208015.1691175321,3887.9021537581107,10,0,DDoS
87,1747.0081250326436,78,5,7263.963037373332,208.93546668289278,85.17776567225282,92.43621136539579,145715.59316945224,4448.4256366349755,9,1,DDoS
80,1635.3863818927712,84,0,8228.701837444618,226.9247972332051,88.18173883560492,51.45027822058066,145387.31973983737,3326.781966201012,12,1,DDoS
86,1638.6975866324913,78,0,8858.820894468252,255.03033655506087,86.09974991996941,50.66061639495162,254051.66588538745,3797.579034258343,10,0,DDoS
83,1891.7135120194441,75,3,6135.713626973118,213.28150441301474,137.99897854702192,92.29594985804857,143268.47344719217,3332.4253584060825,7,0,DDoS
72,1795.0080338839061,85,3,8118.954780897147,177.73522402787006,102.31440016916923,76.74586056961917,205535.36722221554,5872.260473462801,10,0,DDoS
74,2264.9813567957626,75,3,8339.421118696417,251.49033568904605,85.20774713460449,37.10347546887439,260996.40793427353,4115.3025765917555,7,0,DDoS
79,2247.8110124787954,81,2,7014.07163070027,201.47166361052717,112.85559856612667,50.67808523942499,209153.88531308557,6741.289897599339,9,0,DDoS
78,2042.450367324666,78,4,8540.413952270534,222.43666104323873,91.9176174194628,83.86593632830619,266254.00105503446,4792.11750088293,9,0,DDoS
76,1942.2919212783438,83,3,7605.828267790277,186.60095116325073,81.76550758006726,83.96990487971401,164951.42555417854,5016.574966447234,10,0,DDoS
78,2082.0894542582573,73,0,7983.076531886361,189.15659096984635,106.53537334443632,88.34798513730132,197675.78691700392,5269.422866465077,10,0,DDoS
77,1946.3484631992944,82,1,8590.81592745554,216.77428554663967,73.52071925419231,30.852634744872674,243300.9656689843,4156.301411862585,11,0,DDoS
83,1605.5164600632247,86,0,6322.472950296742,208.18768538055753,121.85033856422913,79.95869827622818,234262.9979246058,3893.071354757466,10,1,DDoS
71,1768.2214705942197,80,5,8868.170807015607,166.77656804762958,88.65331115666545,59.339668539365086,138157.0649919866,7042.735432517893,9,0,DDoS
71,2036.998900589649,79,5,9035.951107142846,196.1588705566755,111.70952880016694,105.34029744217503,170709.16798012436,4607.557941832985,10,0,DDoS
82,1782.197803853135,82,4,7296.893416115599,160.63183200877708,106.51054693210108,67.58140410053393,145348.78346350126,6021.289509980026,9,1,DDoS
2812,522.2620023761115,2,0,76.39395336731282,37.51668714511709,38.34517037035081,27.45998646352305,297.3270916924684,270.88970014807035,0,0,PortScan
1905,587.1882262463004,2,0,72.9103206809461,29.174658790919224,59.6473486851632,17.978647397770487,227.71216185176945,287.455356135225,2,0,PortScan
1,463.63734679428546,3,0,70.00512744585001,38.389784944054426,54.90112532810741,79.52221566252605,224.10847693368783,261.7885684175095,0,0,PortScan
100,447.7823361970153,5,0,58.897289204141785,44.52672816589121,32.874584811065105,5.137179260930822,263.60437185726386,264.0957428390172,0,0,PortScan
1,486.34414489285115,5,2,94.4064374991549,47.83573458723224,69.7508626398508,17.6339863119927,351.5958378304881,186.48573873453108,0,0,PortScan
2072,568.0206287915669,1,4,71.22854236594773,41.05431805755516,43.05891405524963,18.71609452126951,326.714743288085,418.2776860844301,0,0,PortScan
869,590.2509924679808,3,2,88.36112264774434,41.74360694708084,12.084729947186503,67.83325815489616,216.389190234327,314.55235473676,1,0,PortScan
1169,559.5619966013837,1,0,42.09540922669474,33.197116481991735,28.178425230282492,29.67165264423052,241.4402330061398,323.01500928090525,0,0,PortScan
1703,456.37270439834606,1,5,91.36571439393677,30.94524357654751,38.40518123628856,51.28971036589194,375.2417337116425,309.08817007554046,0,0,PortScan
1669,515.9660790752295,0,0,74.58942580330807,45.07260360767615,26.200786453722685,49.7282895053723,351.94265597956723,329.66120889260696,0,1,PortScan
345,521.7481887964439,0,0,82.93475346119565,42.009246152863774,38.45118078880121,45.521369944856865,260.4469358133046,255.01464491501574,0,1,PortScan
1838,473.4804205410243,3,0,74.05560976720201,46.014988057852726,29.49470709688733,6.48730731630809,244.703823264966,305.3933275783224,1,1,PortScan
307,537.3047525268254,3,0,90.86597072836565,43.44483232039658,22.753830261262525,61.43367859565588,225.52498288633586,303.6365414185101,1,0,PortScan
298,498.2178873368434,1,2,69.65310898809592,40.50921870406004,34.77519030655963,14.039067246610351,463.242860526875,295.6556393432058,0,1,PortScan
1,518.9143685735432,4,0,74.39842927998718,36.21810815346612,37.41277980497892,7.55077659060764,224.6261659295265,291.412027026738,2,0,PortScan
2753,535.3966658755406,0,0,53.60488380088213,33.274574228502466,19.59281442392029,45.411868499413295,339.5176176420013,265.8172214480661,0,0,PortScan
896,512.656569384488,3,0,105.85036583753717,48.36540835179893,38.095248025987516,29.4562444133208,280.3833337213768,309.2189526708325,0,0,PortScan
1792,569.6783850215048,5,0,85.04725538570364,37.290109731754264,28.25559375343376,78.21653702712732,271.94938483669597,421.43500655165695,0,0,PortScan
2113,501.22002311225464,3,0,73.81817684842778,38.83956083807993,27.00565158505951,72.62765907917188,289.7703852312457,405.0828210686486,0,0,PortScan
1585,485.0151168702819,5,2,76.43019843581527,43.04506480720221,96.23756750011748,45.03990253366453,318.26964220362476,273.16053001509414,1,0,PortScan
825,625.3369689408335,5,2,94.35098163986495,53.172284937752394,51.871762295822414,81.41757051552172,365.2576998658766,310.1576901111143,2,0,PortScan
452,513.5551393841482,0,0,71.69571834709072,35.41909351890033,94.23852669060011,52.54947778146757,296.7091811993803,380.22520068076767,0,0,PortScan
1374,582.9552538528944,0,2,81.58924668974575,31.89831637035032,61.30840363165332,22.5524867734114,398.773547560416,331.29867351255297,1,0,PortScan
1928,404.85179020327325,2,0,83.67458399589506,39.669901653427935,52.331557666313714,23.24737106475721,412.18826511842644,441.26737443227756,0,0,PortScan
1311,564.4683732692607,7,0,72.00358866261134,32.56490713600519,17.744376991223415,7.214075053660338,322.13101265924524,229.29877563370638,2,0,PortScan
1,447.45936049696553,0,3,68.95510432373085,29.545152325476728,39.011522294893226,47.46779888002722,259.9072934099486,398.785279205083,1,0,PortScan
168,497.97377823165044,1,0,83.7395439732412,27.436350752743742,39.42428708775684,10.521143463635223,423.1986891678166,319.90199864986806,1,0,PortScan
1,383.6285919370126,1,2,81.18344865050535,45.498025729539634,58.73265146020417,10.152057979587404,317.5487071468252,419.9549523028355,0,0,PortScan
792,476.3018952214061,3,0,81.1793180493724,24.478076722743438,57.07926743312777,71.73733086132563,379.17053444536594,207.57184483590447,1,0,PortScan
1307,496.7176312336498,0,1,81.79419051510448,46.57651997936795,42.546170484791155,44.70054025728846,181.35059200740167,229.25689998960343,0,0,PortScan
1017,576.5454082019526,0,0,83.31604903217615,38.37951813261306,49.91160790353781,28.588743519902557,386.6408806147171,280.5050014030936,2,0,PortScan
2515,428.6960834472776,3,0,83.0082098932793,48.3496361588841,17.218064023771042,13.559405305460487,239.099620404193,315.5176420324289,0,0,PortScan
1,441.67018685680654,0,1,71.8566114546836,36.555692748003,39.163115436383556,34.545289277277476,136.73219673252856,273.76386296830225,1,1,PortScan
3070,534.0163803291766,2,0,81.15769382037492,45.45227831596171,65.29289823038512,22.38977331897197,314.42074133348797,349.75187242535253,2,0,PortScan
482,464.83041748837854,0,0,90.74496602664743,47.485140057714894,54.49713644582989,63.84372486138279,272.32011916381106,323.2004385795381,0,0,PortScan
2248,498.48349909719707,0,0,70.73295265606535,29.437580161453,24.192686216292106,59.21249606599707,402.5355495832224,270.1706314522632,2,1,PortScan
1,497.9925020578939,1,1,59.28123946503569,37.556004326120856,61.15642414124574,65.2440639834694,411.7130869421331,279.41194822344767,2,0,PortScan
1,538.8420733847466,0,2,78.66718874689221,48.45767048607356,45.13120318839616,34.34989963797412,358.86291187474575,315.6295283617884,0,1,PortScan
615,467.5061219838845,0,0,72.80830679678985,53.02614384426499,21.83432129518318,40.168378074836546,232.40081567814232,262.70745774167614,2,0,PortScan
413,500.317225920269,0,0,68.10731142549852,33.72002156169831,46.518985462363474,51.935863335047955,329.7827920508215,289.6643517313319,0,0,PortScan
99,544.9463577584936,3,2,75.47121188585298,27.3228657852995,59.157927871709845,64.52642669886588,209.51768688479945,308.4128786981395,2,0,PortScan
2791,482.199344717443,0,3,83.82891777463254,35.42803286901467,57.595759057828026,0.884657432605934,410.7336889864314,250.2087463186225,1,0,PortScan
1460,545.2842118638355,0,2,76.17756778004072,35.18498343116142,35.51912785587742,19.907827892238238,251.46427803893215,357.897164231218,0,1,PortScan
1455,447.6756168860235,0,0,83.43364436189273,40.06169043939213,23.398087587740914,60.256246005128865,193.51086623742611,223.2225581816548,1,2,PortScan
1437,448.7327773579833,3,2,92.19214005790441,37.13094826285972,24.00547121447053,42.36434558701902,325.33176762417145,397.4923501205598,3,0,PortScan
501,496.7577728898855,1,1,86.31458366623058,41.805278886776975,66.88142582061583,36.82978151160583,235.90071571146285,204.80332514828228,0,0,PortScan
1,533.8225762617925,2,0,68.43144327238325,28.93338236581198,21.60560806453891,76.95818113237013,165.14170998570756,308.65044156039323,1,0,PortScan
707,539.1717711108053,0,2,98.5990658322161,32.71037929449194,23.60333187144195,42.71880750465193,360.36394054450494,381.6880461019098,1,0,PortScan
1,512.3919073780722,3,0,80.77727630985736,42.325662257485654,60.90127986464568,20.18874592788188,333.97483622378127,228.67417637152982,0,0,PortScan
2541,669.0295162001194,2,1,93.09804099123302,30.468406437982516,55.313268034615476,15.165202792622061,399.3758303715131,388.0529976608446,1,0,PortScan
2692,513.2441071097833,2,2,57.73949457588348,42.999495957611366,59.92216305815828,46.780019632504924,308.86078347423916,241.82685491622743,1,0,PortScan
1033,471.2765491420063,4,3,85.04590026454797,46.2772435068693,66.52046594683544,71.7632229049112,313.7646591775806,286.9869907211155,0,0,PortScan
1575,547.8472786914718,0,1,67.04445977759153,48.847748049742336,32.17077894444199,47.15842255942963,256.11842618571166,281.8051615192382,0,1,PortScan
1383,491.5113220824907,0,0,87.39316581109077,51.66147512608336,11.382223391405507,21.65906881997371,289.27692211233324,261.67569157194333,0,0,PortScan
1775,419.56732066148766,2,2,92.74425525838463,37.06090514537401,86.09498091866581,51.102268095798784,250.52496068676544,360.0422353336296,0,0,PortScan
1,540.317671245138,0,3,89.6288063889977,43.13045543533338,41.17264867924609,61.74032514191366,189.99614331170784,326.38581457641936,1,0,PortScan
1850,688.8253701175929,2,2,81.98079045961825,51.00867647561931,0.0,73.9589505836571,258.28780858023276,162.00328113439656,0,0,PortScan
1218,497.6595405395557,4,0,79.17843118389617,24.995391311435455,49.74688133946795,60.20483402226027,274.3389574026152,185.49785774827154,0,1,PortScan
417,466.1062219388905,0,2,72.35803381128146,33.916776588605934,9.872744301640331,37.84402037178685,361.0578079900754,290.9760941375876,1,0,PortScan
1171,509.12761837586066,2,3,86.34208772669234,35.953225244743976,42.57240093382861,38.48070730606029,329.5808507476531,310.99931570581333,1,0,PortScan
1403,566.9942149826978,0,4,83.86194534455932,38.545760485507614,3.910237016443638,61.75194040191552,240.85747818182284,268.8173628955356,1,0,PortScan
37,441.28470348019465,1,2,85.23907880989047,42.85181964564814,33.11639515620964,42.80938834427043,257.90751433350385,421.8581941097472,1,0,PortScan
1,581.6664433851803,0,0,85.24713429803327,32.323634223470805,61.332093943282686,73.58166959072202,249.69091038731008,368.8870350073255,0,0,PortScan
1269,512.1344985385483,0,2,60.9006386011748,34.0103384150902,18.442612220498997,55.167273359771954,349.0380344761857,340.6833671900648,0,0,PortScan
1481,417.5340210942045,0,2,89.14750408121596,41.78664356887516,50.84151349827067,46.48192112746766,309.14504175824936,293.33533157686446,0,0,PortScan
621,618.206510089054,2,0,76.98429250538082,39.19356450718046,34.55466175573665,50.894100170564414,298.20386566094214,349.47586173615736,0,0,PortScan
1901,441.13279171073987,2,1,75.64828546836864,36.58987316492013,2.901797861196094,62.97642525269344,243.09164901545765,224.33739720736418,1,0,PortScan
1987,522.1451753817621,3,0,64.17449454148753,26.778659144702665,69.13624046572954,30.561181062772395,268.48244983452724,396.5119281180883,0,0,PortScan
787,492.9895530281395,0,0,96.7113576015375,45.327651938831515,0.0,0.8293672131095633,320.3518431689822,293.1097884186959,0,1,PortScan
1,561.1791944240803,2,2,83.29380868686185,45.92298480499479,34.99336415672391,29.15483936301531,347.67585140012767,310.68126992710177,0,1,PortScan
2234,573.513331840571,2,1,75.03994904097654,33.19019481602771,41.30944114420144,43.53017000645248,259.5715535906201,411.6113833683779,0,0,PortScan
352,565.8514751536667,1,0,68.4886133651979,34.64853283081443,13.907602582576402,60.31074424503389,337.14232418379254,360.3920734948961,0,2,PortScan
42,395.2555027199695,1,1,89.83242831770725,32.877985135886746,51.81710448888758,74.15704787296386,248.03258915203924,254.84984988436037,0,0,PortScan
1881,539.1139735143968,4,3,81.65675218093065,46.66940382707994,20.96765571649167,24.181869427874904,314.692837061054,250.10067638925955,1,1,PortScan
1427,462.3909909495133,0,3,69.62423435044782,40.62522119064362,34.82210288656579,41.060428336522754,366.8785327750664,267.1336202585727,0,1,PortScan
1247,537.0121857399807,1,2,96.44158834441104,49.56428424018756,34.53091850440548,32.956953556029426,324.086962361395,312.6374639331327,1,0,PortScan
1,522.9510133739607,4,2,101.5727578135254,45.96560189351326,32.2333325618109,59.70851812063192,294.8189800546557,376.5723846995331,1,0,PortScan
1251,502.7797568604115,0,1,50.45687247744041,43.484621005294755,59.8383783282091,81.02206564522551,322.8186607032856,256.2937146505609,0,1,PortScan
1,545.6716935749879,0,0,88.88190564604251,42.27665060260876,39.169191174428995,23.505821914095936,244.69336374331732,361.5263427969429,1,0,PortScan
1230,452.73817897464556,5,3,69.86194017983362,40.714146209533595,60.96494604167984,27.163429383548262,424.1091835569753,392.1483663992866,0,0,PortScan
2686,436.5513867630465,3,0,77.18502617198911,44.97214610917926,30.45845545035302,12.00495189661643,213.24809583387764,298.7961444988755,1,0,PortScan
871,498.4293825260398,5,2,70.30315638719647,37.97850740642613,64.09378108565714,28.393956756508285,275.92111161775193,298.4710797479934,0,0,PortScan
1,574.0199774229214,0,0,83.66942525164605,28.021434780441037,50.74700683005336,55.47247997632827,264.86946890888237,276.2773779950867,1,0,PortScan
1046,517.7284425927901,6,0,80.45085642541052,47.924051865834755,0.0,34.620853794674545,183.51316005969625,187.7554831510913,2,0,PortScan
2507,487.6880862047317,3,0,72.88963119173388,39.47752996713353,42.56664544567127,70.66538875323056,287.9934916295523,323.17019277726376,0,0,PortScan
1,555.6625354582728,0,1,77.21604353359385,46.89253514309628,50.43328681727536,40.25986405555958,310.67503776566684,320.9498061364837,1,0,PortScan
2309,582.5396501382453,3,0,102.72193566060415,55.04936696688269,32.71799373871731,31.720014891285512,174.40737481936696,347.5338222188746,0,1,PortScan
1,503.6922441878794,4,0,69.65900551906894,41.74463460892141,29.448196556142307,33.13470274826252,297.5978301160829,266.00379838505404,0,0,PortScan
632,508.4626701891773,0,2,63.26889090582381,46.695082076659155,0.0,21.77648929627944,203.02131649106096,361.83893925550194,1,0,PortScan
449,568.1740031069747,1,2,60.22733567622902,29.364881611933562,51.106623322339786,85.770859343735,265.9040571459876,334.79342134249276,0,1,PortScan
545,476.5200422164852,0,0,82.05294859967877,49.44374460182837,15.910993866409477,59.00811419839616,277.142891276816,280.43521396156194,0,0,PortScan
1,580.9240404685446,0,0,93.79871912152878,24.882534533510174,47.91970991235934,28.759910138227482,308.2130186912288,349.58489504575374,0,0,PortScan
1696,529.8071818868781,0,0,61.833973622615275,48.668331908941724,14.717662921312034,42.66483624459311,403.27841000117974,345.9837321823144,0,0,PortScan
349,544.5169127550063,2,0,113.36929106806564,33.89799911964738,29.488775692922985,31.7997150946257,311.18203969010915,316.85376144683255,0,0,PortScan
1531,482.87388178767816,0,2,67.09840292921321,35.10261752644514,36.1031148764255,14.157953058666259,247.1154314298991,300.0309673184088,0,0,PortScan
83,483.7848851072725,0,0,82.56712418067374,37.64967687883058,9.54528376084658,34.400846033786486,303.54958548579816,363.6406552725712,0,0,PortScan
1,597.1514047624121,0,0,76.94014582924173,26.65277526784595,59.79973508482053,41.99840637615152,324.84952291013434,235.35544358653334,0,0,PortScan
1851,640.7704778040181,5,0,80.23309400531679,36.98333127785593,60.555712581635746,36.908775830334235,325.97248623649847,276.7411958655751,1,1,PortScan
352,393.1404670426452,0,4,82.15748666857685,37.54446801132386,19.63315112197892,59.90098914006554,314.26659092639306,289.84472132041446,0,0,PortScan
650,526.4884209056714,5,0,60.43873962855928,38.95044673108656,40.54540485901182,7.912567478342552,258.86715456040514,272.20752398143776,0,0,PortScan
883,542.3317685176725,4,2,82.876525048152,34.607307349373315,29.24672588246876,52.77683271026991,303.69406884540444,345.48507894329737,1,0,PortScan
1411,418.74624063428627,1,0,90.29500388555974,34.92342892850246,43.57054429569405,30.2877781608388,325.4896500134482,340.26722088094135,0,0,PortScan
1138,536.3081971685029,0,0,73.59335129628293,32.80297410520073,42.13235521547094,47.1164758704532,246.26753151808973,391.7073146217271,0,0,PortScan
1325,409.2133405529558,1,0,77.61490643996073,44.19263897698819,75.41708137058166,54.156648040486374,202.10304779072385,273.80533577815163,2,0,PortScan
2713,458.97003722555706,0,0,73.96684608799863,48.24596268811796,19.799719554565574,55.10473310418007,323.1024214755013,343.23248269007547,0,0,PortScan
3082,432.14210674176553,4,3,84.94163939969155,51.03387563919694,0.0,32.22292496982167,223.37227298382402,269.23540570807194,0,0,PortScan
77,539.9800128967272,0,2,75.49280882474962,26.886640116021834,2.4411117186929374,2.0238157692952257,232.8003112896885,300.57076004634945,2,0,PortScan
1,376.70295795248546,0,0,76.12974678077106,34.326241560911534,88.96648881349817,2.972261204353046,311.3802336450818,405.44847642724585,0,0,PortScan
2571,384.7436886110345,0,0,83.3740593845896,44.44719274015105,34.656135089811954,81.00690973491564,279.088434788107,291.61612547868936,0,1,PortScan
909,473.53741312367794,6,3,91.71035593653804,30.329565710631723,16.350225943070896,33.116674089902176,278.088760725089,267.8068654852895,0,0,PortScan
1,508.3372415223747,0,0,75.29543823727484,44.68876928084875,44.21222696836247,22.841102167871096,316.3903695345821,304.6591313126504,1,0,PortScan
1981,517.4442021483134,0,0,61.160572000285,42.59622872351588,25.53186311166841,32.45136741616439,294.2717520117993,374.0322393368554,3,0,PortScan
3013,527.5532442302596,5,0,63.6892050926125,43.35650944086221,65.83271748807101,8.510395091101806,295.9533979256062,313.1039589504058,1,0,PortScan
458,547.3767545042638,7,1,92.73321310605813,41.17323284651477,48.607614177938586,32.16032621464868,285.772901037489,264.5790429456463,1,1,PortScan
1211,533.3939759422865,0,2,38.738230087814166,29.953763450164708,33.1329115595845,3.268486525542734,334.2802102586109,312.2848996840705,0,0,PortScan
1,453.1713687106366,0,0,93.56039732471093,35.31279497636831,60.40258887100026,36.91233510108368,318.65601319717047,243.7165496577449,0,0,PortScan
1254,570.1311753825116,0,0,84.63768954796525,46.01508377810542,37.692546172439094,32.23914105957287,264.06543056197734,300.2907667282294,1,0,PortScan
714,538.7312911029893,1,0,89.21097992958326,44.991211951075236,52.250357466670835,53.353146775494714,275.773392198493,312.4565052365904,1,0,PortScan
1,499.0420515716365,3,1,76.12221714902446,40.22825559944149,3.8234602890911447,10.0668936118702,118.76902921785992,286.0251481081749,2,1,PortScan
1,533.2517737985266,5,0,54.42824594815146,49.976113779276,32.852085755490734,32.16478181596157,404.58425194996676,328.8316473277611,1,1,PortScan
881,450.56405875066264,4,1,89.90446973793641,42.96199659653452,25.243907600738936,41.107505678128355,281.3813262745985,287.6141614029792,0,0,PortScan
1269,436.8952740596142,4,0,109.39078968300313,34.94590438603325,39.66175965418308,67.6878326887654,290.5116608609744,225.20457589655376,0,0,PortScan
1481,544.6308758389606,2,0,86.73715650830711,50.41250073959225,24.867223763570124,112.50574972293003,277.2457323991573,379.2682303262103,2,0,PortScan
1372,539.2296688066143,6,0,86.55355186820064,37.459111205385845,26.944611358921232,43.173945770558504,313.36574330008756,332.53000035603765,0,1,PortScan
1,451.9481151946728,0,1,73.70152140442548,43.80967304836545,24.487049850000354,65.9558976515612,345.7870786393802,268.91685884798886,0,0,PortScan
1,563.3656970520599,4,0,104.54441931113337,37.925742764461596,0.0,61.79104574037025,379.6896089344027,300.431376032212,0,1,PortScan
518,499.1294330895962,3,1,74.02576857920602,32.696917516229334,55.10611757619053,0.0,320.29009830193206,316.57486719356996,1,0,PortScan
1246,540.6638568870212,0,1,84.9906175474078,31.18694050539851,21.08965994962646,71.73494808035672,363.61358834556984,254.74940413093196,1,0,PortScan
2434,558.5409123938697,0,0,97.99066568575442,51.50064051053337,27.7337617530032,15.408525655209893,315.95240584723433,261.0385872769332,0,0,PortScan
1795,529.3952702005132,3,0,58.08041353900473,31.069113817849413,50.02013760568205,4.048031339792367,340.4123665744964,408.530481091816,0,0,PortScan
2013,546.9218999595427,0,0,81.65554614743992,38.179669500339514,51.70689743040808,46.74843607610876,380.2414496863927,196.23214922110475,2,0,PortScan
899,521.7532308126398,4,1,76.90616389472216,42.04714159090927,26.269719458329604,13.971859923419405,247.22117695589156,253.57511371942022,1,0,PortScan
1280,574.913886074984,1,0,70.72816253518775,33.790222540486965,34.19708154667654,67.81211615541211,211.1863134890455,334.74423829773747,1,0,PortScan
579,538.4204920432602,0,2,55.00771119828444,43.702261184972585,55.64811143443592,8.931672965270138,354.3505152744399,233.40959512147117,2,0,PortScan
1761,521.7001527107378,0,4,96.57997526050372,33.27321323484784,52.55873092104224,50.51872789494652,262.62101925016987,240.61142968133333,2,0,PortScan
2002,600.7970417476511,3,0,93.78488028436902,30.918957100762768,23.384247157228437,100.13598905309827,256.22518807661686,326.13943019007996,0,0,PortScan
1303,368.8801031053062,0,2,92.27444683095318,42.8925544289645,22.553870908511637,49.383340690606154,274.4329641225648,257.2926896129972,1,2,PortScan
191,556.6095648007467,2,0,69.0188389160221,39.277550665402515,31.869649869722817,46.551882158576824,243.4740559906993,242.03895980281948,2,0,PortScan
236,503.2091298258553,7,0,61.43950499240107,46.978822120544905,80.4979007133757,66.37811284669552,223.277790069635,177.6184872960776,2,0,PortScan
1577,492.87455289038337,7,1,76.42110805434694,41.26307549717373,16.741469528402163,43.984704710666485,296.55635955875346,172.7453417880588,0,0,PortScan
1,519.2524627572947,5,1,60.89578569115597,27.606375714005416,55.825633458379514,33.967598449442804,294.19608385811574,221.03216182005127,0,2,PortScan
414,489.9156408085461,0,4,75.25655879690356,38.787901238687795,40.60735760685459,39.4198291209827,385.3922182797068,187.77162737412664,1,0,PortScan
591,467.2231052685166,3,0,72.61098917300788,43.717170916757965,27.935772858906915,29.820938772715643,320.96895806104635,303.3747168428281,0,0,PortScan
103,541.8311443883523,0,0,85.01576403021741,30.50640237642484,20.025204164994445,34.789930776832,340.3164391597584,267.92548950124774,0,0,PortScan
1347,471.22202723358674,2,3,76.30991468610632,36.97382761170346,20.13974458933241,23.574576670047584,220.41380876022998,228.99311813815513,0,0,PortScan
1439,474.5016267864141,2,0,105.93148267711008,56.793553939208294,36.21410452462963,48.66858837597683,301.7017169193045,343.1091647448317,0,0,PortScan
1760,440.86116873004016,2,0,69.08445520182833,46.38465938904857,70.80195570639658,35.52416830445909,270.06599404216576,313.98140541332367,0,0,PortScan
934,382.5011502419541,3,0,81.55641317610012,29.22614260044967,23.61685940503093,49.9196990581394,378.72532074953307,346.7309663808976,1,0,PortScan
1522,503.09573229751913,0,3,69.08588764834742,51.79162704856056,25.64340111755191,25.05707437477064,289.6227901316336,215.20671662030193,0,0,PortScan
1,454.00721183399196,0,0,93.83566978607291,36.44309464419494,34.755153466908034,43.002800643937334,227.77260166175472,309.26881605164726,0,0,PortScan
1,463.9580361752464,4,3,75.1858504913622,39.96582022384744,30.07919356924705,16.539210346564573,185.83993442132433,399.47248955229054,0,0,PortScan
2505,477.1753355487658,1,1,74.6356211094733,41.3788156042945,32.25705365855893,61.66251817433903,327.0136688490726,225.29350137032054,0,0,PortScan
379,460.69207242327934,4,0,73.73105122375858,40.819032135112465,0.0,48.17336287039664,334.08241269432403,384.0571647010721,0,0,PortScan
1220,480.21350290136485,0,2,76.20325675162424,42.38292461015624,18.42886135434742,59.00281955704982,278.4489232135371,255.97607526135977,1,1,PortScan
89,550.5581253927712,6,1,61.69607581817982,43.97727914040238,61.30139791892241,19.67058252321166,401.97055093239317,288.26195052194083,0,1,PortScan
1237,563.8975098917182,1,1,80.38612557683517,41.71690424981793,51.7916182410386,49.79887129136608,282.01400997788505,357.5391973204066,0,1,PortScan
1648,495.8581123366367,0,1,98.1187290269855,41.393265115767356,59.598280371574695,38.45892503368682,281.3720856843595,258.0433866154843,0,0,PortScan
1066,497.69604499196845,4,0,102.086642805437,29.784134351370934,45.06113401356764,16.24553324315048,283.44853521998783,370.55320987345794,0,0,PortScan
1131,509.0055044856036,2,2,86.37559062409615,42.609762882768734,57.76118479412459,53.16795166125601,291.90501909378094,224.83223817171745,1,0,PortScan
2661,471.1224049055825,0,3,70.22161431454448,29.4702109739849,63.36582542790237,10.755644543687364,379.67224892421154,241.20772049856797,1,0,PortScan
22,5250.475617952152,12,9,843.1109932763402,303.3407886581604,47.04586465756299,61.97150347934755,5332.582282642575,152.95345804923534,2,0,SSH-Patator
24,5166.45882583154,11,8,817.4633294987533,494.3657390699594,74.46683217495716,50.92271134460329,4016.025354928049,202.23174229347146,2,0,SSH-Patator
33,5197.54190257191,20,5,1122.461665685008,316.9810988979739,46.975483333404,60.8490261680666,5048.05425343788,103.31898104652616,0,1,SSH-Patator
32,5458.335319858142,14,9,744.4433942289135,431.10510676118327,33.050794098170684,49.812797987401844,4869.164656773251,232.88555115880368,1,2,SSH-Patator
21,5419.1008797674385,17,4,905.1064581654381,402.1916111363673,44.4252015088613,53.58821428714367,3543.0101384772397,222.8035941409673,2,1,SSH-Patator
34,5176.524041670591,15,6,940.4112045980818,341.331615132763,85.43637234651811,37.047109340510346,5158.628006508571,281.59340366963363,3,1,SSH-Patator
28,4972.666088568096,17,8,776.860413404113,426.24655120676607,78.69300126093775,43.077962555495176,3901.7809945666327,178.34396116494298,0,0,SSH-Patator
16,6013.224938362722,13,4,1018.4344819349033,389.31215786222606,60.97206013378772,53.77292406470361,5209.522801963092,184.64775842324266,2,1,SSH-Patator
19,4914.096230581038,12,8,1000.4016071364663,439.69594709234724,72.29481259147795,47.46862810651484,6580.4531213209275,191.50555123536563,2,0,SSH-Patator
22,4879.49738710237,21,8,671.1167751152655,373.53293086693884,31.675449395283536,67.59797991536425,6375.967825605152,181.5072407141105,2,0,SSH-Patator
24,5867.931651067194,13,5,997.6853168981132,431.5101375792968,73.47602983001869,70.52909937744909,4318.170422503611,119.39339643462785,3,0,SSH-Patator
15,4414.686568668126,18,8,941.194676713839,451.8735991269111,46.4619810975467,27.497708185856425,4146.195768593222,154.7124408098061,1,0,SSH-Patator
22,4759.09457958216,14,9,1090.5736575531512,494.9122128217817,62.298443596292394,54.24740574747952,4491.111391388961,241.24526168462413,3,0,SSH-Patator
25,4834.887164011347,14,8,845.4399528090612,454.6013670104752,30.082952709199752,36.09206182487036,4880.469147084252,157.16222814083793,2,0,SSH-Patator
22,4278.427296610527,14,9,1199.6847065473096,465.7356941440064,92.34482419972065,51.359443867546034,7117.851576612576,190.10839437042011,1,0,SSH-Patator
23,5527.853802357107,13,7,836.957884002716,379.78139413919183,48.19233227291594,22.99920551953901,6382.349097966073,119.15812386750586,1,1,SSH-Patator
27,4895.490992333987,14,8,864.4615622411841,453.4812914109997,50.342426278464245,30.29163077898973,4526.86452164875,203.9469857010869,3,2,SSH-Patator
